4_1,"[1, -3, 1, 0, 0, 0, 0, 0, 0]"
5_1,"[1, -1, 1, -1, 1, 0, 0, 0, 0]"
5_2,"[2, -3, 2, 0, 0, 0, 0, 0, 0]"
6_1,"[2, -5, 2, 0, 0, 0, 0, 0, 0]"
6_2,"[1, -3, 3, -3, 1, 0, 0, 0, 0]"
6_3,"[1, -3, 5, -3, 1, 0, 0, 0, 0]"
7_1,"[1, -1, 1, -1, 1, -1, 1, 0, 0]"
7_2,"[3, -5, 3, 0, 0, 0, 0, 0, 0]"
7_3,"[2, -3, 3, -3, 2, 0, 0, 0, 0]"
7_4,"[4, -7, 4, 0, 0, 0, 0, 0, 0]"
7_5,"[2, -4, 5, -4, 2, 0, 0, 0, 0]"
7_6,"[1, -5, 7, -5, 1, 0, 0, 0, 0]"
7_7,"[1, -5, 9, -5, 1, 0, 0, 0, 0]"
8_1,"[3, -7, 3, 0, 0, 0, 0, 0, 0]"
8_2,"[1, -3, 3, -3, 3, -3, 1, 0, 0]"
8_5,"[1, -3, 4, -5, 4, -3, 1, 0, 0]"
8_6,"[2, -6, 7, -6, 2, 0, 0, 0, 0]"
8_7,"[1, -3, 5, -5, 5, -3, 1, 0, 0]"
8_8,"[2, -6, 9, -6, 2, 0, 0, 0, 0]"
8_11,"[2, -7, 9, -7, 2, 0, 0, 0, 0]"
8_13,"[2, -7, 11, -7, 2, 0, 0, 0, 0]"
8_14,"[2, -8, 11, -8, 2, 0, 0, 0, 0]"
8_15,"[3, -8, 11, -8, 3, 0, 0, 0, 0]"
8_16,"[1, -4, 8, -9, 8, -4, 1, 0, 0]"
8_17,"[1, -4, 8, -11, 8, -4, 1, 0, 0]"
8_18,"[1, -5, 10, -13, 10, -5, 1, 0, 0]"
8_20,"[1, -2, 3, -2, 1, 0, 0, 0, 0]"
8_21,"[1, -4, 5, -4, 1, 0, 0, 0, 0]"
9_1,"[1, -1, 1, -1, 1, -1, 1, -1, 1]"
9_2,"[4, -7, 4, 0, 0, 0, 0, 0, 0]"
9_3,"[2, -3, 3, -3, 3, -3, 2, 0, 0]"
9_6,"[2, -4, 5, -5, 5, -4, 2, 0, 0]"
9_9,"[2, -4, 6, -7, 6, -4, 2, 0, 0]"
9_11,"[1, -5, 7, -7, 7, -5, 1, 0, 0]"
9_12,"[2, -9, 13, -9, 2, 0, 0, 0, 0]"
9_13,"[4, -9, 11, -9, 4, 0, 0, 0, 0]"
9_14,"[2, -9, 15, -9, 2, 0, 0, 0, 0]"
9_18,"[4, -10, 13, -10, 4, 0, 0, 0, 0]"
9_19,"[2, -10, 17, -10, 2, 0, 0, 0, 0]"
9_21,"[2, -11, 17, -11, 2, 0, 0, 0, 0]"
9_22,"[1, -5, 10, -11, 10, -5, 1, 0, 0]"
9_23,"[4, -11, 15, -11, 4, 0, 0, 0, 0]"
9_24,"[1, -5, 10, -13, 10, -5, 1, 0, 0]"
